iterations, time, cart::mass[REAL], cart::mass_pendulum[REAL], cart::length_pendulum[REAL], cart::initial_velocity[REAL], cart::initial_position[REAL], cart::velocity[REAL], cart::position[REAL], cart::acceleration[REAL], cart::force_pendulum[REAL], cart::force[REAL], pendulum::angular_velocity[REAL], pendulum::mass[REAL], pendulum::acceleration[REAL], pendulum::length[REAL], pendulum::initial_angle[REAL], pendulum::angle[REAL], pendulum::initial_angular_velocity[REAL], pendulum::force[REAL], pendulum::cart_acceleration[REAL], regulator::angular_velocity[REAL], regulator::k1[REAL], regulator::angle[REAL], regulator::k2[REAL], regulator::k3[REAL], regulator::velocity[REAL], regulator::position[REAL], regulator::k4[REAL], regulator::force[REAL]
1884, 18.84, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000041, 0.000000, 0.004129, -0.000006, 0.004531, -0.000154, 0.100000, 0.000056, 1.000000, 0.349066, 0.000427, 0.000000, -0.000006, 0.004129, -0.000154, -15.000000, 0.000427, -15.000000, -30.000000, 0.000041, 0.000000, -10.000000, 0.004531
1885, 18.85, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000041, 0.000000, 0.004114, -0.000006, 0.004515, -0.000153, 0.100000, 0.000055, 1.000000, 0.349066, 0.000425, 0.000000, -0.000006, 0.004114, -0.000153, -15.000000, 0.000425, -15.000000, -30.000000, 0.000041, 0.000000, -10.000000, 0.004515
1886, 18.86, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000041, 0.000000, 0.004099, -0.000006, 0.004498, -0.000153, 0.100000, 0.000055, 1.000000, 0.349066, 0.000423, 0.000000, -0.000006, 0.004099, -0.000153, -15.000000, 0.000423, -15.000000, -30.000000, 0.000041, 0.000000, -10.000000, 0.004498
1887, 18.87, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000041, 0.000000, 0.004084, -0.000005, 0.004482, -0.000152, 0.100000, 0.000055, 1.000000, 0.349066, 0.000422, 0.000000, -0.000005, 0.004084, -0.000152, -15.000000, 0.000422, -15.000000, -30.000000, 0.000041, 0.000000, -10.000000, 0.004482
1888, 18.88, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000041, 0.000000, 0.004070, -0.000005, 0.004466, -0.000152, 0.100000, 0.000055, 1.000000, 0.349066, 0.000420, 0.000000, -0.000005, 0.004070, -0.000152, -15.000000, 0.000420, -15.000000, -30.000000, 0.000041, 0.000000, -10.000000, 0.004466
1889, 18.89, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000041, 0.000000, 0.004055, -0.000005, 0.004450, -0.000151, 0.100000, 0.000055, 1.000000, 0.349066, 0.000419, 0.000000, -0.000005, 0.004055, -0.000151, -15.000000, 0.000419, -15.000000, -30.000000, 0.000041, 0.000000, -10.000000, 0.004450
1890, 18.9, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000040, 0.000000, 0.004040, -0.000005, 0.004434, -0.000151, 0.100000, 0.000054, 1.000000, 0.349066, 0.000417, 0.000000, -0.000005, 0.004040, -0.000151, -15.000000, 0.000417, -15.000000, -30.000000, 0.000040, 0.000000, -10.000000, 0.004434
1891, 18.91, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000040, 0.000000, 0.004026, -0.000005, 0.004418, -0.000150, 0.100000, 0.000054, 1.000000, 0.349066, 0.000416, 0.000000, -0.000005, 0.004026, -0.000150, -15.000000, 0.000416, -15.000000, -30.000000, 0.000040, 0.000000, -10.000000, 0.004418
1892, 18.92, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000040, 0.000000, 0.004011, -0.000005, 0.004402, -0.000150, 0.100000, 0.000054, 1.000000, 0.349066, 0.000414, 0.000000, -0.000005, 0.004011, -0.000150, -15.000000, 0.000414, -15.000000, -30.000000, 0.000040, 0.000000, -10.000000, 0.004402
1893, 18.93, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000040, 0.000000, 0.003997, -0.000005, 0.004386, -0.000149, 0.100000, 0.000054, 1.000000, 0.349066, 0.000413, 0.000000, -0.000005, 0.003997, -0.000149, -15.000000, 0.000413, -15.000000, -30.000000, 0.000040, 0.000000, -10.000000, 0.004386
1894, 18.94, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000040, 0.000000, 0.003983, -0.000005, 0.004371, -0.000148, 0.100000, 0.000054, 1.000000, 0.349066, 0.000411, 0.000000, -0.000005, 0.003983, -0.000148, -15.000000, 0.000411, -15.000000, -30.000000, 0.000040, 0.000000, -10.000000, 0.004371
1895, 18.95, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000040, 0.000000, 0.003968, -0.000005, 0.004355, -0.000148, 0.100000, 0.000053, 1.000000, 0.349066, 0.000410, 0.000000, -0.000005, 0.003968, -0.000148, -15.000000, 0.000410, -15.000000, -30.000000, 0.000040, 0.000000, -10.000000, 0.004355
1896, 18.96, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000040, 0.000000, 0.003954, -0.000005, 0.004339, -0.000147, 0.100000, 0.000053, 1.000000, 0.349066, 0.000408, 0.000000, -0.000005, 0.003954, -0.000147, -15.000000, 0.000408, -15.000000, -30.000000, 0.000040, 0.000000, -10.000000, 0.004339
1897, 18.97, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000039, 0.000000, 0.003940, -0.000005, 0.004324, -0.000147, 0.100000, 0.000053, 1.000000, 0.349066, 0.000407, 0.000000, -0.000005, 0.003940, -0.000147, -15.000000, 0.000407, -15.000000, -30.000000, 0.000039, 0.000000, -10.000000, 0.004324
1898, 18.98, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000039, 0.000000, 0.003926, -0.000005, 0.004308, -0.000146, 0.100000, 0.000053, 1.000000, 0.349066, 0.000406, 0.000000, -0.000005, 0.003926, -0.000146, -15.000000, 0.000406, -15.000000, -30.000000, 0.000039, 0.000000, -10.000000, 0.004308
1899, 18.99, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000039, 0.000000, 0.003912, -0.000005, 0.004293, -0.000146, 0.100000, 0.000053, 1.000000, 0.349066, 0.000404, 0.000000, -0.000005, 0.003912, -0.000146, -15.000000, 0.000404, -15.000000, -30.000000, 0.000039, 0.000000, -10.000000, 0.004293
1900, 19, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000039, 0.000000, 0.003898, -0.000005, 0.004277, -0.000145, 0.100000, 0.000052, 1.000000, 0.349066, 0.000403, 0.000000, -0.000005, 0.003898, -0.000145, -15.000000, 0.000403, -15.000000, -30.000000, 0.000039, 0.000000, -10.000000, 0.004277
1901, 19.01, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000039, 0.000000, 0.003884, -0.000005, 0.004262, -0.000145, 0.100000, 0.000052, 1.000000, 0.349066, 0.000401, 0.000000, -0.000005, 0.003884, -0.000145, -15.000000, 0.000401, -15.000000, -30.000000, 0.000039, 0.000000, -10.000000, 0.004262
1902, 19.02, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000039, 0.000000, 0.003870, -0.000005, 0.004246, -0.000144, 0.100000, 0.000052, 1.000000, 0.349066, 0.000400, 0.000000, -0.000005, 0.003870, -0.000144, -15.000000, 0.000400, -15.000000, -30.000000, 0.000039, 0.000000, -10.000000, 0.004246
1903, 19.03, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000039, 0.000000, 0.003856, -0.000005, 0.004231, -0.000144, 0.100000, 0.000052, 1.000000, 0.349066, 0.000398, 0.000000, -0.000005, 0.003856, -0.000144, -15.000000, 0.000398, -15.000000, -30.000000, 0.000039, 0.000000, -10.000000, 0.004231
1904, 19.04, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000038, 0.000000, 0.003842, -0.000005, 0.004216, -0.000143, 0.100000, 0.000052, 1.000000, 0.349066, 0.000397, 0.000000, -0.000005, 0.003842, -0.000143, -15.000000, 0.000397, -15.000000, -30.000000, 0.000038, 0.000000, -10.000000, 0.004216
1905, 19.05, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000038, 0.000000, 0.003828, -0.000005, 0.004201, -0.000143, 0.100000, 0.000051, 1.000000, 0.349066, 0.000395, 0.000000, -0.000005, 0.003828, -0.000143, -15.000000, 0.000395, -15.000000, -30.000000, 0.000038, 0.000000, -10.000000, 0.004201
1906, 19.06, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000038, 0.000000, 0.003814, -0.000005, 0.004186, -0.000142, 0.100000, 0.000051, 1.000000, 0.349066, 0.000394, 0.000000, -0.000005, 0.003814, -0.000142, -15.000000, 0.000394, -15.000000, -30.000000, 0.000038, 0.000000, -10.000000, 0.004186
1907, 19.07, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000038, 0.000000, 0.003800, -0.000005, 0.004171, -0.000142, 0.100000, 0.000051, 1.000000, 0.349066, 0.000393, 0.000000, -0.000005, 0.003800, -0.000142, -15.000000, 0.000393, -15.000000, -30.000000, 0.000038, 0.000000, -10.000000, 0.004171
1908, 19.08, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000038, 0.000000, 0.003787, -0.000005, 0.004156, -0.000141, 0.100000, 0.000051, 1.000000, 0.349066, 0.000391, 0.000000, -0.000005, 0.003787, -0.000141, -15.000000, 0.000391, -15.000000, -30.000000, 0.000038, 0.000000, -10.000000, 0.004156
1909, 19.09, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000038, 0.000000, 0.003773, -0.000005, 0.004141, -0.000141, 0.100000, 0.000051, 1.000000, 0.349066, 0.000390, 0.000000, -0.000005, 0.003773, -0.000141, -15.000000, 0.000390, -15.000000, -30.000000, 0.000038, 0.000000, -10.000000, 0.004141
1910, 19.1, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000038, 0.000000, 0.003760, -0.000005, 0.004126, -0.000140, 0.100000, 0.000051, 1.000000, 0.349066, 0.000388, 0.000000, -0.000005, 0.003760, -0.000140, -15.000000, 0.000388, -15.000000, -30.000000, 0.000038, 0.000000, -10.000000, 0.004126
1911, 19.11, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000037, 0.000000, 0.003746, -0.000005, 0.004111, -0.000140, 0.100000, 0.000050, 1.000000, 0.349066, 0.000387, 0.000000, -0.000005, 0.003746, -0.000140, -15.000000, 0.000387, -15.000000, -30.000000, 0.000037, 0.000000, -10.000000, 0.004111
1912, 19.12, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000037, 0.000000, 0.003733, -0.000005, 0.004096, -0.000139, 0.100000, 0.000050, 1.000000, 0.349066, 0.000386, 0.000000, -0.000005, 0.003733, -0.000139, -15.000000, 0.000386, -15.000000, -30.000000, 0.000037, 0.000000, -10.000000, 0.004096
1913, 19.13, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000037, 0.000000, 0.003719, -0.000005, 0.004081, -0.000139, 0.100000, 0.000050, 1.000000, 0.349066, 0.000384, 0.000000, -0.000005, 0.003719, -0.000139, -15.000000, 0.000384, -15.000000, -30.000000, 0.000037, 0.000000, -10.000000, 0.004081
1914, 19.14, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000037, 0.000000, 0.003706, -0.000005, 0.004067, -0.000138, 0.100000, 0.000050, 1.000000, 0.349066, 0.000383, 0.000000, -0.000005, 0.003706, -0.000138, -15.000000, 0.000383, -15.000000, -30.000000, 0.000037, 0.000000, -10.000000, 0.004067
1915, 19.15, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000037, 0.000000, 0.003693, -0.000005, 0.004052, -0.000138, 0.100000, 0.000050, 1.000000, 0.349066, 0.000381, 0.000000, -0.000005, 0.003693, -0.000138, -15.000000, 0.000381, -15.000000, -30.000000, 0.000037, 0.000000, -10.000000, 0.004052
1916, 19.16, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000037, 0.000000, 0.003679, -0.000005, 0.004038, -0.000137, 0.100000, 0.000049, 1.000000, 0.349066, 0.000380, 0.000000, -0.000005, 0.003679, -0.000137, -15.000000, 0.000380, -15.000000, -30.000000, 0.000037, 0.000000, -10.000000, 0.004038
1917, 19.17, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000037, 0.000000, 0.003666, -0.000005, 0.004023, -0.000137, 0.100000, 0.000049, 1.000000, 0.349066, 0.000379, 0.000000, -0.000005, 0.003666, -0.000137, -15.000000, 0.000379, -15.000000, -30.000000, 0.000037, 0.000000, -10.000000, 0.004023
1918, 19.18, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000037, 0.000000, 0.003653, -0.000005, 0.004009, -0.000136, 0.100000, 0.000049, 1.000000, 0.349066, 0.000377, 0.000000, -0.000005, 0.003653, -0.000136, -15.000000, 0.000377, -15.000000, -30.000000, 0.000037, 0.000000, -10.000000, 0.004009
1919, 19.19, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000036, 0.000000, 0.003640, -0.000005, 0.003994, -0.000136, 0.100000, 0.000049, 1.000000, 0.349066, 0.000376, 0.000000, -0.000005, 0.003640, -0.000136, -15.000000, 0.000376, -15.000000, -30.000000, 0.000036, 0.000000, -10.000000, 0.003994
1920, 19.2, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000036, 0.000000, 0.003627, -0.000005, 0.003980, -0.000135, 0.100000, 0.000049, 1.000000, 0.349066, 0.000375, 0.000000, -0.000005, 0.003627, -0.000135, -15.000000, 0.000375, -15.000000, -30.000000, 0.000036, 0.000000, -10.000000, 0.003980
1921, 19.21, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000036, 0.000000, 0.003614, -0.000005, 0.003966, -0.000135, 0.100000, 0.000049, 1.000000, 0.349066, 0.000373, 0.000000, -0.000005, 0.003614, -0.000135, -15.000000, 0.000373, -15.000000, -30.000000, 0.000036, 0.000000, -10.000000, 0.003966
1922, 19.22, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000036, 0.000000, 0.003601, -0.000005, 0.003951, -0.000134, 0.100000, 0.000048, 1.000000, 0.349066, 0.000372, 0.000000, -0.000005, 0.003601, -0.000134, -15.000000, 0.000372, -15.000000, -30.000000, 0.000036, 0.000000, -10.000000, 0.003951
1923, 19.23, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000036, 0.000000, 0.003588, -0.000005, 0.003937, -0.000134, 0.100000, 0.000048, 1.000000, 0.349066, 0.000371, 0.000000, -0.000005, 0.003588, -0.000134, -15.000000, 0.000371, -15.000000, -30.000000, 0.000036, 0.000000, -10.000000, 0.003937
1924, 19.24, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000036, 0.000000, 0.003575, -0.000005, 0.003923, -0.000133, 0.100000, 0.000048, 1.000000, 0.349066, 0.000369, 0.000000, -0.000005, 0.003575, -0.000133, -15.000000, 0.000369, -15.000000, -30.000000, 0.000036, 0.000000, -10.000000, 0.003923
1925, 19.25, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000036, 0.000000, 0.003562, -0.000005, 0.003909, -0.000133, 0.100000, 0.000048, 1.000000, 0.349066, 0.000368, 0.000000, -0.000005, 0.003562, -0.000133, -15.000000, 0.000368, -15.000000, -30.000000, 0.000036, 0.000000, -10.000000, 0.003909
1926, 19.26, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000035, 0.000000, 0.003549, -0.000005, 0.003895, -0.000132, 0.100000, 0.000048, 1.000000, 0.349066, 0.000367, 0.000000, -0.000005, 0.003549, -0.000132, -15.000000, 0.000367, -15.000000, -30.000000, 0.000035, 0.000000, -10.000000, 0.003895
1927, 19.27, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000035, 0.000000, 0.003536, -0.000005, 0.003881, -0.000132, 0.100000, 0.000048, 1.000000, 0.349066, 0.000365, 0.000000, -0.000005, 0.003536, -0.000132, -15.000000, 0.000365, -15.000000, -30.000000, 0.000035, 0.000000, -10.000000, 0.003881
1928, 19.28, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000035, 0.000000, 0.003524, -0.000005, 0.003867, -0.000131, 0.100000, 0.000047, 1.000000, 0.349066, 0.000364, 0.000000, -0.000005, 0.003524, -0.000131, -15.000000, 0.000364, -15.000000, -30.000000, 0.000035, 0.000000, -10.000000, 0.003867
1929, 19.29, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000035, 0.000000, 0.003511, -0.000005, 0.003853, -0.000131, 0.100000, 0.000047, 1.000000, 0.349066, 0.000363, 0.000000, -0.000005, 0.003511, -0.000131, -15.000000, 0.000363, -15.000000, -30.000000, 0.000035, 0.000000, -10.000000, 0.003853
1930, 19.3, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000035, 0.000000, 0.003498, -0.000005, 0.003839, -0.000130, 0.100000, 0.000047, 1.000000, 0.349066, 0.000361, 0.000000, -0.000005, 0.003498, -0.000130, -15.000000, 0.000361, -15.000000, -30.000000, 0.000035, 0.000000, -10.000000, 0.003839
1931, 19.31, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000035, 0.000000, 0.003486, -0.000005, 0.003825, -0.000130, 0.100000, 0.000047, 1.000000, 0.349066, 0.000360, 0.000000, -0.000005, 0.003486, -0.000130, -15.000000, 0.000360, -15.000000, -30.000000, 0.000035, 0.000000, -10.000000, 0.003825
1932, 19.32, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000035, 0.000000, 0.003473, -0.000005, 0.003811, -0.000129, 0.100000, 0.000047, 1.000000, 0.349066, 0.000359, 0.000000, -0.000005, 0.003473, -0.000129, -15.000000, 0.000359, -15.000000, -30.000000, 0.000035, 0.000000, -10.000000, 0.003811
1933, 19.33, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000035, 0.000000, 0.003461, -0.000005, 0.003798, -0.000129, 0.100000, 0.000047, 1.000000, 0.349066, 0.000358, 0.000000, -0.000005, 0.003461, -0.000129, -15.000000, 0.000358, -15.000000, -30.000000, 0.000035, 0.000000, -10.000000, 0.003798
1934, 19.34, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000034, 0.000000, 0.003448, -0.000005, 0.003784, -0.000129, 0.100000, 0.000046, 1.000000, 0.349066, 0.000356, 0.000000, -0.000005, 0.003448, -0.000129, -15.000000, 0.000356, -15.000000, -30.000000, 0.000034, 0.000000, -10.000000, 0.003784
1935, 19.35, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000034, 0.000000, 0.003436, -0.000005, 0.003771, -0.000128, 0.100000, 0.000046, 1.000000, 0.349066, 0.000355, 0.000000, -0.000005, 0.003436, -0.000128, -15.000000, 0.000355, -15.000000, -30.000000, 0.000034, 0.000000, -10.000000, 0.003771
1936, 19.36, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000034, 0.000000, 0.003424, -0.000005, 0.003757, -0.000128, 0.100000, 0.000046, 1.000000, 0.349066, 0.000354, 0.000000, -0.000005, 0.003424, -0.000128, -15.000000, 0.000354, -15.000000, -30.000000, 0.000034, 0.000000, -10.000000, 0.003757
1937, 19.37, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000034, 0.000000, 0.003411, -0.000005, 0.003743, -0.000127, 0.100000, 0.000046, 1.000000, 0.349066, 0.000352, 0.000000, -0.000005, 0.003411, -0.000127, -15.000000, 0.000352, -15.000000, -30.000000, 0.000034, 0.000000, -10.000000, 0.003743
1938, 19.38, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000034, 0.000000, 0.003399, -0.000005, 0.003730, -0.000127, 0.100000, 0.000046, 1.000000, 0.349066, 0.000351, 0.000000, -0.000005, 0.003399, -0.000127, -15.000000, 0.000351, -15.000000, -30.000000, 0.000034, 0.000000, -10.000000, 0.003730
1939, 19.39, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000034, 0.000000, 0.003387, -0.000005, 0.003717, -0.000126, 0.100000, 0.000046, 1.000000, 0.349066, 0.000350, 0.000000, -0.000005, 0.003387, -0.000126, -15.000000, 0.000350, -15.000000, -30.000000, 0.000034, 0.000000, -10.000000, 0.003717
1940, 19.4, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000034, 0.000000, 0.003375, -0.000005, 0.003703, -0.000126, 0.100000, 0.000045, 1.000000, 0.349066, 0.000349, 0.000000, -0.000005, 0.003375, -0.000126, -15.000000, 0.000349, -15.000000, -30.000000, 0.000034, 0.000000, -10.000000, 0.003703
1941, 19.41, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000034, 0.000000, 0.003362, -0.000005, 0.003690, -0.000125, 0.100000, 0.000045, 1.000000, 0.349066, 0.000347, 0.000000, -0.000005, 0.003362, -0.000125, -15.000000, 0.000347, -15.000000, -30.000000, 0.000034, 0.000000, -10.000000, 0.003690
1942, 19.42, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000034, 0.000000, 0.003350, -0.000005, 0.003677, -0.000125, 0.100000, 0.000045, 1.000000, 0.349066, 0.000346, 0.000000, -0.000005, 0.003350, -0.000125, -15.000000, 0.000346, -15.000000, -30.000000, 0.000034, 0.000000, -10.000000, 0.003677
1943, 19.43, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000033, 0.000000, 0.003338, -0.000004, 0.003663, -0.000124, 0.100000, 0.000045, 1.000000, 0.349066, 0.000345, 0.000000, -0.000004, 0.003338, -0.000124, -15.000000, 0.000345, -15.000000, -30.000000, 0.000033, 0.000000, -10.000000, 0.003663
1944, 19.44, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000033, 0.000000, 0.003326, -0.000004, 0.003650, -0.000124, 0.100000, 0.000045, 1.000000, 0.349066, 0.000344, 0.000000, -0.000004, 0.003326, -0.000124, -15.000000, 0.000344, -15.000000, -30.000000, 0.000033, 0.000000, -10.000000, 0.003650
1945, 19.45, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000033, 0.000000, 0.003314, -0.000004, 0.003637, -0.000124, 0.100000, 0.000045, 1.000000, 0.349066, 0.000342, 0.000000, -0.000004, 0.003314, -0.000124, -15.000000, 0.000342, -15.000000, -30.000000, 0.000033, 0.000000, -10.000000, 0.003637
1946, 19.46, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000033, 0.000000, 0.003302, -0.000004, 0.003624, -0.000123, 0.100000, 0.000044, 1.000000, 0.349066, 0.000341, 0.000000, -0.000004, 0.003302, -0.000123, -15.000000, 0.000341, -15.000000, -30.000000, 0.000033, 0.000000, -10.000000, 0.003624
1947, 19.47, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000033, 0.000000, 0.003291, -0.000004, 0.003611, -0.000123, 0.100000, 0.000044, 1.000000, 0.349066, 0.000340, 0.000000, -0.000004, 0.003291, -0.000123, -15.000000, 0.000340, -15.000000, -30.000000, 0.000033, 0.000000, -10.000000, 0.003611
1948, 19.48, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000033, 0.000000, 0.003279, -0.000004, 0.003598, -0.000122, 0.100000, 0.000044, 1.000000, 0.349066, 0.000339, 0.000000, -0.000004, 0.003279, -0.000122, -15.000000, 0.000339, -15.000000, -30.000000, 0.000033, 0.000000, -10.000000, 0.003598
1949, 19.49, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000033, 0.000000, 0.003267, -0.000004, 0.003585, -0.000122, 0.100000, 0.000044, 1.000000, 0.349066, 0.000337, 0.000000, -0.000004, 0.003267, -0.000122, -15.000000, 0.000337, -15.000000, -30.000000, 0.000033, 0.000000, -10.000000, 0.003585
1950, 19.5, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000033, 0.000000, 0.003255, -0.000004, 0.003572, -0.000121, 0.100000, 0.000044, 1.000000, 0.349066, 0.000336, 0.000000, -0.000004, 0.003255, -0.000121, -15.000000, 0.000336, -15.000000, -30.000000, 0.000033, 0.000000, -10.000000, 0.003572
1951, 19.51, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000032, 0.000000, 0.003244, -0.000004, 0.003559, -0.000121, 0.100000, 0.000044, 1.000000, 0.349066, 0.000335, 0.000000, -0.000004, 0.003244, -0.000121, -15.000000, 0.000335, -15.000000, -30.000000, 0.000032, 0.000000, -10.000000, 0.003559
1952, 19.52, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000032, 0.000000, 0.003232, -0.000004, 0.003547, -0.000120, 0.100000, 0.000043, 1.000000, 0.349066, 0.000334, 0.000000, -0.000004, 0.003232, -0.000120, -15.000000, 0.000334, -15.000000, -30.000000, 0.000032, 0.000000, -10.000000, 0.003547
1953, 19.53, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000032, 0.000000, 0.003220, -0.000004, 0.003534, -0.000120, 0.100000, 0.000043, 1.000000, 0.349066, 0.000333, 0.000000, -0.000004, 0.003220, -0.000120, -15.000000, 0.000333, -15.000000, -30.000000, 0.000032, 0.000000, -10.000000, 0.003534
1954, 19.54, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000032, 0.000000, 0.003209, -0.000004, 0.003521, -0.000120, 0.100000, 0.000043, 1.000000, 0.349066, 0.000331, 0.000000, -0.000004, 0.003209, -0.000120, -15.000000, 0.000331, -15.000000, -30.000000, 0.000032, 0.000000, -10.000000, 0.003521
1955, 19.55, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000032, 0.000000, 0.003197, -0.000004, 0.003508, -0.000119, 0.100000, 0.000043, 1.000000, 0.349066, 0.000330, 0.000000, -0.000004, 0.003197, -0.000119, -15.000000, 0.000330, -15.000000, -30.000000, 0.000032, 0.000000, -10.000000, 0.003508
